dateOfSleep,startTime,endTime,duration,timeInBed,efficiency,minutesAsleep,minutesAwake,minutesAfterWakeup,minutesToFallAsleep,logId,logType,type,infoCode,isMainSleep,deepMinutes,lightMinutes,remMinutes,wakeMinutes,deepCount,lightCount,remCount,wakeCount,deepAvg30,lightAvg30,remAvg30,wakeAvg30
2026-01-03,2026-01-02T21:08:00.000,2026-01-03T06:20:30.000,33120000,552,70,384,168,0,0,3864890186864628888,auto_detected,stages,0,True,41.0,269.0,73.0,168.0,4.0,29.0,4.0,26.0,56.0,240.0,92.0,76.0
2026-01-04,2026-01-03T22:09:30.000,2026-01-04T05:28:30.000,26340000,439,83,363,75,0,0,7932792259743986936,auto_detected,stages,0,True,58.0,207.0,98.0,75.0,9.0,22.0,4.0,12.0,56.0,240.0,91.0,80.0
2026-01-05,2026-01-04T21:26:30.000,2026-01-05T05:35:30.000,29340000,489,81,396,92,0,0,1485708327411086912,auto_detected,stages,0,True,62.0,238.0,96.0,92.0,6.0,32.0,10.0,25.0,56.0,238.0,91.0,80.0
2026-01-06,2026-01-05T23:05:00.000,2026-01-06T06:09:30.000,25440000,424,68,287,137,2,0,592604152364107392,auto_detected,stages,0,True,13.0,207.0,66.0,137.0,5.0,25.0,5.0,20.0,56.0,239.0,91.0,82.0
2026-01-07,2026-01-06T22:15:00.000,2026-01-07T06:35:30.000,30000000,500,84,421,79,0,0,1972799043957291344,auto_detected,stages,0,True,43.0,291.0,86.0,79.0,9.0,33.0,8.0,28.0,55.0,239.0,90.0,85.0
2026-01-08,2026-01-07T22:29:00.000,2026-01-08T06:47:30.000,29880000,498,87,434,64,0,0,3922838298818092024,auto_detected,stages,0,True,51.0,287.0,95.0,64.0,8.0,29.0,5.0,21.0,55.0,241.0,89.0,86.0
2026-01-09,2026-01-08T22:46:30.000,2026-01-09T06:23:30.000,27420000,457,74,339,118,0,0,2967813525993422840,auto_detected,stages,0,True,57.0,237.0,44.0,118.0,11.0,38.0,6.0,27.0,56.0,243.0,89.0,84.0
2026-01-11,2026-01-10T22:06:00.000,2026-01-11T05:34:30.000,26880000,448,82,368,80,0,0,1710081179863541640,auto_detected,stages,0,True,52.0,236.0,79.0,80.0,8.0,28.0,13.0,22.0,57.0,242.0,87.0,86.0
2026-01-12,2026-01-11T21:17:30.000,2026-01-12T05:01:30.000,27840000,464,87,403,60,0,0,6159569324948670360,auto_detected,stages,0,True,64.0,252.0,87.0,60.0,13.0,33.0,15.0,23.0,56.0,244.0,87.0,86.0
2026-01-13,2026-01-12T22:15:00.000,2026-01-13T05:58:30.000,27780000,463,89,414,49,9,0,2964131134001345672,auto_detected,stages,0,True,60.0,250.0,104.0,49.0,4.0,26.0,12.0,22.0,57.0,246.0,87.0,83.0
2026-01-14,2026-01-13T22:33:30.000,2026-01-14T05:36:30.000,25380000,423,89,377,46,0,0,8323037578201512472,auto_detected,stages,0,True,89.0,184.0,103.0,46.0,9.0,26.0,11.0,20.0,58.0,246.0,88.0,82.0
2026-01-15,2026-01-14T21:38:30.000,2026-01-15T05:54:30.000,29760000,496,84,419,76,0,0,7385232152159626848,auto_detected,stages,0,True,95.0,226.0,98.0,76.0,7.0,35.0,12.0,30.0,59.0,243.0,89.0,80.0
2026-01-16,2026-01-15T22:33:00.000,2026-01-16T05:38:30.000,25500000,425,85,360,65,5,0,7074629620474017632,auto_detected,stages,0,True,52.0,217.0,91.0,65.0,9.0,26.0,8.0,21.0,60.0,242.0,89.0,80.0
2026-01-17,2026-01-16T23:18:00.000,2026-01-17T06:05:30.000,24420000,407,86,348,59,1,0,6909331637516441904,auto_detected,stages,0,True,69.0,175.0,104.0,59.0,8.0,25.0,10.0,25.0,60.0,241.0,89.0,80.0
2026-01-18,2026-01-17T22:47:30.000,2026-01-18T06:15:30.000,26880000,448,92,410,37,0,0,3339632156234806824,auto_detected,stages,0,True,58.0,252.0,99.0,37.0,7.0,21.0,8.0,14.0,61.0,240.0,90.0,80.0
2026-01-19,2026-01-19T00:45:00.000,2026-01-19T07:06:30.000,22860000,381,83,318,63,0,0,2276520629485457456,auto_detected,stages,0,True,82.0,151.0,84.0,63.0,4.0,20.0,8.0,15.0,60.0,241.0,89.0,79.0
2026-01-20,2026-01-19T22:48:00.000,2026-01-20T05:46:30.000,25080000,418,90,377,41,4,0,7812181323678906448,auto_detected,stages,0,True,76.0,204.0,96.0,41.0,4.0,22.0,7.0,20.0,61.0,238.0,89.0,79.0
2026-01-21,2026-01-20T22:53:00.000,2026-01-21T05:59:30.000,25560000,426,82,350,76,4,0,8104040254342576840,auto_detected,stages,0,True,63.0,200.0,87.0,76.0,7.0,39.0,10.0,34.0,61.0,236.0,90.0,78.0
2026-01-22,2026-01-21T22:15:00.000,2026-01-22T05:55:30.000,27600000,460,88,405,55,9,0,6928375026254876504,auto_detected,stages,0,True,44.0,285.0,76.0,55.0,4.0,22.0,11.0,27.0,61.0,235.0,89.0,79.0
2026-01-23,2026-01-22T22:10:00.000,2026-01-23T05:39:00.000,26940000,449,89,398,50,0,0,3780675513650723048,auto_detected,stages,0,True,53.0,264.0,81.0,50.0,6.0,34.0,10.0,30.0,60.0,237.0,89.0,79.0
2026-01-24,2026-01-24T00:06:00.000,2026-01-24T05:26:30.000,19200000,320,85,271,49,10,0,3102130796282055952,auto_detected,stages,0,True,65.0,124.0,82.0,49.0,5.0,21.0,13.0,12.0,59.0,237.0,88.0,79.0
2026-01-26,2026-01-25T23:44:00.000,2026-01-26T06:59:30.000,26100000,435,76,330,105,0,0,1096028008521481368,auto_detected,stages,0,True,83.0,150.0,97.0,105.0,11.0,24.0,8.0,21.0,59.0,236.0,90.0,79.0
2026-01-27,2026-01-26T21:20:00.000,2026-01-27T06:02:30.000,31320000,522,81,421,101,2,0,5003774400784261448,auto_detected,stages,0,True,50.0,259.0,112.0,101.0,7.0,24.0,15.0,24.0,60.0,234.0,93.0,81.0
2026-01-28,2026-01-27T22:04:00.000,2026-01-28T05:15:30.000,25860000,431,82,355,76,3,0,3490579109068213480,auto_detected,stages,0,True,59.0,215.0,80.0,76.0,3.0,17.0,9.0,15.0,59.0,236.0,94.0,83.0
